ult_sust_def,Total
826593,1433.0
826595,2544.0
826596,941.0
826597,713.0
826600,470.0
826638,480.0
826640,429.0
826641,1427.0
826642,436.0
826643,384.0
826644,426.0
826645,766.0
826646,257.0
826647,381.0
826649,1505.0
826650,997.0
826651,1054.0
826652,414.0
826653,939.0
826655,768.0
826658,273.0
826659,301.0
826660,301.0
826661,1865.0
826662,403.0
826663,398.0
826664,306.0
826665,455.0
826694,128.0
826695,206.0
826696,276.0
826697,308.0
826698,1042.0
826699,371.0
826700,648.0
826701,1073.0
826702,444.0
826703,740.0
826704,1291.0
826705,389.0
826706,442.0
826712,1053.0
826713,1547.0
826714,174.0
826715,326.0
826716,361.0
826717,558.0
826718,1494.0
826719,1004.0
826720,1370.0
826721,428.0
826722,1079.0
826723,1505.0
826724,449.0
826725,222.0
826726,1613.0
826727,361.0
826728,664.0
826729,848.0
826730,923.0
826731,2459.0
826732,3203.0
826733,1226.0
826734,1140.0
826735,1079.0
826736,1300.0
826737,2458.0
826738,949.0
826739,948.0
826740,951.0
826741,3731.0
826742,1834.0
826743,2455.0
826745,3237.0
826746,2847.0
826747,5250.0
826748,1099.0
826749,272.0
826750,247.0
826751,270.0
826752,717.0
826753,1015.0
826754,339.0
826755,1283.0
826756,589.0
826757,325.0
826758,307.0
826759,607.0
826760,377.0
826819,1592.0
826820,437.0
826821,974.0
826822,742.0
826823,1065.0
826824,1410.0
826825,914.0
826826,263.0
826827,230.0
826828,709.0
826829,304.0
826830,247.0
826831,327.0
826832,304.0
828031,394.0
828032,247.0
828033,980.0
828034,640.0
828040,554.0
828041,532.0
828042,2109.0
828043,787.0
828044,409.0
828045,781.0
828046,260.0
828047,315.0
828064,579.0
828102,896.0
828103,1710.0
828104,1579.0
828105,597.0
828106,848.0
828107,1937.0
828108,463.0
828114,337.0
828115,732.0
828116,567.0
828117,291.0
828118,1441.0
828119,442.0
828121,581.0
828122,643.0
828123,699.0
828124,1241.0
828125,1542.0
828126,341.0
828144,664.0
828145,1763.0
828146,2136.0
828148,1126.0
828149,1791.0
828150,1302.0
828151,694.0
828152,377.0
828153,460.0
828154,726.0
828155,1584.0
828156,1292.0
828169,1676.0
828170,523.0
828171,408.0
828172,706.0
828201,177.0
828215,1338.0
828216,1186.0
828217,2007.0
828218,1009.0
828219,3278.0
828221,910.0
828245,399.0
828246,863.0
828247,1007.0
828248,936.0
828249,685.0
828272,3271.0
828273,3817.0
828295,628.0
828296,1120.0
828297,1296.0
828298,809.0
828299,412.0
828300,2327.0
828301,832.0
828312,0.0
828313,629.0
828314,2035.0
828316,910.0
828317,696.0
828318,1414.0
828319,1439.0
828320,2751.0
828321,1652.0
828332,316.0
828333,507.0
828359,1271.0
828360,418.0
828365,459.0
828366,921.0
828367,586.0
828368,626.0
828369,561.0
828370,497.0
828371,605.0
828373,921.0
828374,817.0
828375,1373.0
828376,803.0
828377,646.0
828378,270.0
828379,395.0
828380,4559.0
828381,1916.0
828384,484.0
828385,1770.0
828386,1823.0
828387,1513.0
828388,577.0
828390,1355.0
828391,665.0
828392,2228.0
828393,2270.0
828394,1513.0
828395,675.0
828396,896.0
828397,2739.0
828400,717.0
828401,323.0
828402,3896.0
828407,572.0
828408,597.0
828409,1087.0
828410,704.0
828411,1036.0
828412,465.0
828413,2012.0
828414,1101.0
828415,520.0
828416,349.0
828417,2551.0
828418,6531.0
828419,1619.0
828420,4289.0
828421,565.0
828422,1329.0
828423,1698.0
828424,216.0
828425,145.0
828426,713.0
828427,1165.0
828428,1986.0
828429,1526.0
828431,822.0
828432,689.0
828433,1042.0
828434,1339.0
828435,1879.0
828436,1519.0
828437,1552.0
828438,1635.0
828439,836.0
828440,1134.0
828441,1519.0
828442,2236.0
828443,1824.0
828444,2720.0
828445,1958.0
828446,954.0
828447,2075.0
828448,1281.0
828449,1718.0
828450,1832.0
828451,2513.0
828452,1196.0
828453,971.0
828454,1691.0
828455,1832.0
828456,928.0
828458,4275.0
828459,1048.0
828460,3040.0
828461,1939.0
828462,1759.0
828463,1793.0
828464,1850.0
828465,2016.0
828466,1222.0
828467,2760.0
828479,595.0
828481,6454.0
828482,1619.0
828483,4516.0
828484,208.0
828485,169.0
828486,544.0
828487,800.0
828488,483.0
828490,320.0
828491,636.0
828492,923.0
828493,819.0
828494,1256.0
828496,63.0
828497,85.0
828499,419.0
828500,411.0
828501,194.0
828502,53.0
828504,1570.0
828507,448.0
828509,2432.0
828510,2934.0
828511,3538.0
828512,1463.0
828513,732.0
828514,1121.0
828515,875.0
828516,691.0
828517,781.0
828518,494.0
828519,762.0
828520,454.0
828522,2501.0
828524,255.0
828551,1941.0
828552,679.0
828553,675.0
828555,1933.0
828556,278.0
828557,810.0
828559,2517.0
828560,716.0
828561,4899.0
828562,935.0
828563,1240.0
828564,1018.0
828572,1390.0
828573,1073.0
828574,667.0
828578,1093.0
828579,873.0
828580,2241.0
828581,791.0
828582,1353.0
828583,682.0
828585,553.0
828586,1509.0
828587,1348.0
828588,1178.0
828589,3200.0
828591,935.0
828592,920.0
828593,8815.0
828594,5455.0
828595,1480.0
828596,699.0
828600,1045.0
828601,1597.0
828602,1255.0
828626,4008.0
828627,1081.0
828628,530.0
828635,818.0
828636,646.0
828637,654.0
828638,479.0
828639,158.0
828646,957.0
828647,1347.0
828648,1598.0
828649,541.0
828650,1510.0
828651,710.0
828652,733.0
828653,1158.0
828654,872.0
828655,983.0
828656,1420.0
828657,1788.0
828658,1460.0
828659,1366.0
828660,849.0
828661,698.0
828662,648.0
828663,688.0
828664,1968.0
828665,945.0
828666,1046.0
828667,955.0
828668,1118.0
828669,1109.0
828670,778.0
828671,761.0
828672,913.0
828673,853.0
828674,952.0
828675,848.0
828678,1034.0
828679,2506.0
828680,2137.0
828681,737.0
828682,2002.0
828685,1807.0
828686,722.0
828687,2894.0
828688,772.0
828689,1489.0
828690,2734.0
828691,1291.0
828692,158.0
828693,1348.0
828694,1368.0
828695,507.0
828696,552.0
828697,1115.0
828698,1374.0
828699,1297.0
828700,1047.0
828701,2079.0
828702,2513.0
828703,1766.0
828704,2183.0
828708,1499.0
828709,1569.0
828710,2524.0
828711,627.0
828712,773.0
828713,622.0
828714,1882.0
828715,1788.0
828716,2775.0
828763,1331.0
828764,2447.0
828765,596.0
828766,4501.0
828784,741.0
828786,1878.0
828787,4041.0
828788,436.0
828790,2875.0
828791,2153.0
828793,4084.0
828794,417.0
828795,489.0
828799,1707.0
828803,686.0
828804,1771.0
828805,1602.0
828806,1061.0
828808,778.0
828809,912.0
828810,754.0
828811,724.0
828812,746.0
828813,1214.0
828814,1748.0
828815,2413.0
828816,530.0
828877,1881.0
828878,979.0
828879,6766.0
828880,1520.0
828881,1798.0
828882,4463.0
828883,519.0
828884,1149.0
828885,489.0
828886,774.0
828887,718.0
828888,779.0
828889,64.0
828890,1554.0
828891,1745.0
828892,1031.0
828893,761.0
828894,531.0
828895,1174.0
828896,1195.0
828897,879.0
828898,1271.0
828899,2724.0
828900,117.0
828901,518.0
828902,1021.0
828903,4713.0
828904,651.0
828905,519.0
828906,1216.0
828907,588.0
828908,1253.0
828909,1508.0
828910,1152.0
828911,2647.0
828912,1285.0
828913,545.0
828914,2995.0
828915,3084.0
828933,698.0
828934,698.0
828935,1616.0
829003,1278.0
829004,0.0
829005,4109.0
829006,1979.0
829014,5179.0
829015,1616.0
829019,145.0
829028,866.0
829084,1173.0
829085,662.0
829086,855.0
829087,1892.0
829088,4375.0
829154,437.0
829336,3168.0
829337,2832.0
829369,266.0
829370,87.0
829371,275.0
829372,235.0
829373,257.0
829374,142.0
829375,204.0
829376,214.0
829377,59.0
829378,212.0
829379,258.0
829380,305.0
829381,290.0
829382,270.0
829383,352.0
829384,748.0
829386,360.0
829387,1210.0
829388,405.0
829389,235.0
829395,152.0
829396,177.0
829406,63.0
829407,80.0
829409,89.0
829410,252.0
829411,189.0
829412,209.0
829413,150.0
829414,85.0
829415,156.0
829416,58.0
829417,996.0
829418,170.0
829419,125.0
829420,418.0
829421,305.0
829422,77.0
829423,247.0
829424,284.0
829425,183.0
829426,300.0
829427,335.0
829428,469.0
829429,469.0
829430,267.0
829431,367.0
829432,215.0
829433,333.0
829434,99.0
829435,125.0
829436,337.0
829437,271.0
829438,98.0
829439,37.0
829440,127.0
829443,235.0
829444,141.0
829445,273.0
829446,214.0
829447,287.0
829448,167.0
829449,328.0
829450,127.0
829451,219.0
829452,315.0
829453,280.0
829454,141.0
829455,648.0
829456,163.0
829457,263.0
829458,284.0
829459,99.0
829460,270.0
829461,381.0
829462,115.0
829463,105.0
829464,201.0
829465,480.0
829466,349.0
829467,196.0
829468,150.0
829469,470.0
829470,501.0
829471,232.0
829472,350.0
829473,172.0
829477,260.0
829478,412.0
829479,98.0
829480,60.0
829481,110.0
829482,116.0
829483,221.0
829486,215.0
829487,419.0
829488,135.0
829496,253.0
829497,112.0
829498,209.0
829499,375.0
829500,455.0
829501,429.0
829502,112.0
829503,136.0
829504,209.0
829505,150.0
829507,457.0
829508,412.0
829509,714.0
829510,198.0
829511,84.0
829512,194.0
829513,125.0
829514,135.0
829515,264.0
829516,197.0
829517,303.0
829518,135.0
829519,114.0
829520,3428.0
829521,4057.0
829522,371.0
829532,80.0
829533,46.0
829534,144.0
829535,471.0
829536,547.0
829537,298.0
829538,581.0
829539,862.0
829540,346.0
829541,206.0
829542,87.0
829543,79.0
829544,82.0
829545,138.0
829546,141.0
829549,132.0
829550,308.0
829552,291.0
829554,136.0
829555,74.0
829556,121.0
829557,191.0
829558,128.0
829559,157.0
829560,295.0
829561,271.0
829562,250.0
829563,253.0
829564,357.0
829565,120.0
829566,317.0
829567,214.0
829568,252.0
829569,122.0
829570,139.0
829571,642.0
829572,16.0
829573,132.0
829574,414.0
829575,227.0
829576,559.0
829577,682.0
829578,158.0
829579,81.0
829584,273.0
829585,86.0
829586,124.0
829588,99.0
829589,208.0
829590,169.0
829591,275.0
829592,137.0
829593,50.0
829594,113.0
829595,107.0
829602,5656.0
829603,4077.0
829604,2488.0
829646,108.0
829647,79.0
829648,226.0
829649,322.0
829650,398.0
829653,93.0
829654,175.0
829655,167.0
829656,159.0
829657,90.0
829658,208.0
829659,168.0
829660,135.0
829661,95.0
829662,621.0
829663,181.0
829664,490.0
829665,523.0
829666,990.0
829667,696.0
829668,180.0
829669,157.0
829670,67.0
829671,372.0
829672,164.0
829673,497.0
829674,346.0
829675,298.0
829676,923.0
829677,361.0
829678,149.0
829698,259.0
829699,174.0
829700,246.0
829701,321.0
830238,579.0
830839,385.0
830840,608.0
830967,1749.0
831338,0.0
831339,0.0
831341,0.0
831444,270.0
831451,320.0
831453,190.0
831641,3554.0
831712,49.0
831713,43.0
831714,148.0
831715,81.0
831716,183.0
831717,95.0
831718,120.0
831719,192.0
831720,122.0
831721,139.0
831722,82.0
831723,140.0
831724,163.0
831725,74.0
831726,79.0
831727,212.0
831728,46.0
831729,158.0
831730,86.0
831731,94.0
831732,91.0
831900,1951.0
831983,196.0
832103,402.0
832172,313.0
832173,550.0
832236,410.0
832260,719.0
832397,2478.0
832507,306.0
832524,4257.0
832545,1838.0
832858,543.0
832945,1339.0
833012,94.0
833013,231.0
833014,106.0
833015,124.0
833016,78.0
833017,170.0
833018,144.0
833019,227.0
833020,127.0
833021,86.0
833022,56.0
833023,197.0
833024,210.0
833025,58.0
833026,54.0
833027,347.0
833028,128.0
833029,119.0
833030,164.0
833031,110.0
833032,54.0
833033,429.0
833035,258.0
833036,178.0
833037,408.0
833039,145.0
833041,38.0
833042,94.0
833043,184.0
833044,158.0
833045,69.0
833046,34.0
833047,67.0
833048,194.0
833049,144.0
833079,138.0
833081,460.0
833082,136.0
833083,146.0
833084,158.0
833085,85.0
833086,51.0
833087,22.0
833088,205.0
833089,52.0
833090,104.0
833091,67.0
833092,188.0
833095,167.0
833096,38.0
833098,402.0
833099,130.0
833100,364.0
833101,95.0
833102,108.0
833103,79.0
833104,126.0
833106,57.0
833108,91.0
833109,2336.0
833110,97.0
833111,71.0
833112,286.0
833113,38.0
833153,269.0
833154,184.0
833157,397.0
833158,62.0
833164,97.0
833208,148.0
833263,166.0
833264,59.0
833265,182.0
833266,119.0
833267,168.0
833268,155.0
833269,142.0
833270,116.0
833271,301.0
833356,330.0
833357,593.0
833358,996.0
833415,429.0
833443,0.0
833450,0.0
833451,0.0
833452,0.0
833453,0.0
833455,0.0
833457,0.0
833464,0.0
833465,0.0
833562,204.0
833572,159.0
833573,68.0
833574,0.0
833575,80.0
833577,35.0
833586,4.0
833587,2.0
833588,0.0
833592,1.0
833597,2.0
833602,3.0
833608,2.0
833611,0.0
833614,0.0
833615,0.0
833616,0.0
833617,0.0
833618,0.0
833619,0.0
833620,0.0
833621,0.0
833622,0.0
833623,0.0
833624,0.0
833628,192.0
833629,961.0
833774,4225.0
841769,161.0
853346,244.0
853347,63.0
853349,11.0
853350,7.0
871359,421.0
871593,0.0
871594,2.0
871595,0.0
871834,329.0
871835,200.0
871836,102.0
871837,0.0
871838,0.0
871839,0.0
871840,0.0
871841,0.0
871842,0.0
871843,0.0
871884,215.0
871886,2182.0
871887,143.0
871888,122.0
871889,140.0
871890,192.0
871891,247.0
871930,145.0
871931,201.0
871932,173.0
871933,175.0
871934,177.0
871935,423.0
871936,225.0
871937,81.0
871938,416.0
871939,568.0
871940,288.0
871941,522.0
871942,363.0
871944,617.0
871945,100.0
871946,426.0
871947,507.0
871975,79.0
871980,241.0
871981,164.0
871982,91.0
871983,265.0
871984,357.0
871985,242.0
871986,384.0
871987,133.0
871996,143.0
871997,225.0
871998,226.0
871999,115.0
872000,444.0
872001,94.0
872002,246.0
872003,135.0
872004,128.0
872005,95.0
872006,376.0
872007,228.0
872008,228.0
872009,620.0
872010,45.0
872011,210.0
872013,215.0
872014,231.0
872015,146.0
872016,240.0
872017,212.0
872018,171.0
872019,385.0
872020,317.0
872021,424.0
872025,195.0
872048,119.0
872049,233.0
872050,268.0
872051,416.0
872052,319.0
872053,138.0
872054,542.0
872055,60.0
872056,99.0
872057,306.0
872062,210.0
872078,203.0
872079,229.0
872081,118.0
872083,727.0
872085,352.0
872119,6.0
872120,1.0
872121,0.0
872122,50.0
872123,133.0
872124,98.0
872125,96.0
872126,413.0
872127,109.0
872128,140.0
872129,212.0
872131,204.0
872132,211.0
872133,135.0
872137,140.0
872138,161.0
872139,51.0
872140,151.0
872142,113.0
872143,143.0
872146,424.0
872147,62.0
872149,490.0
872150,329.0
872151,519.0
872152,292.0
872153,477.0
872154,355.0
872155,88.0
872156,148.0
872157,251.0
872158,156.0
872159,196.0
872160,149.0
872161,146.0
872162,139.0
872163,191.0
872164,55.0
872165,116.0
872166,145.0
872167,61.0
872168,121.0
872169,31.0
872170,99.0
872171,180.0
872174,166.0
872175,257.0
872176,237.0
872177,799.0
872179,151.0
872180,73.0
872181,131.0
872182,63.0
872183,536.0
872184,445.0
872185,408.0
872186,175.0
872187,245.0
872188,200.0
872189,107.0
872190,51.0
872191,92.0
872192,31.0
872193,160.0
872194,118.0
872201,138.0
872202,186.0
872203,217.0
872204,282.0
872205,136.0
872206,322.0
872208,392.0
872211,113.0
872212,41.0
872214,153.0
872215,110.0
872221,103.0
872241,1912.0
872242,251.0
872243,397.0
872244,302.0
872245,568.0
872246,62.0
872247,104.0
872248,232.0
872249,270.0
872250,153.0
872251,294.0
872252,397.0
872253,167.0
872254,62.0
872255,89.0
872256,248.0
872257,200.0
872258,50.0
872259,101.0
872260,748.0
872261,169.0
872262,185.0
872263,175.0
872264,65.0
872265,61.0
872268,0.0
872269,109.0
872270,187.0
872271,155.0
872272,242.0
872273,530.0
872274,207.0
872275,219.0
872276,190.0
872277,485.0
872278,303.0
872279,167.0
872280,50.0
872281,97.0
872282,172.0
872283,391.0
872284,278.0
872285,152.0
872286,261.0
872287,335.0
872288,208.0
872289,165.0
872290,112.0
872291,278.0
872308,171.0
872311,33.0
872312,158.0
872313,232.0
872314,157.0
872315,150.0
872316,189.0
872317,127.0
872319,824.0
872320,391.0
872321,319.0
872323,106.0
872324,145.0
872325,469.0
872340,370.0
872349,93.0
872350,514.0
872351,404.0
872352,399.0
872353,367.0
872354,172.0
872355,766.0
872356,333.0
872357,212.0
872358,816.0
872359,212.0
872360,337.0
872361,124.0
872362,180.0
872363,372.0
872364,277.0
872365,199.0
872366,215.0
872367,165.0
872368,112.0
872369,326.0
872370,332.0
872371,551.0
872372,114.0
872373,70.0
872374,60.0
872375,234.0
872376,368.0
872377,374.0
872391,281.0
872392,289.0
872418,173.0
872419,172.0
872420,172.0
872421,164.0
872422,136.0
872423,160.0
872424,129.0
872426,48.0
872427,283.0
872428,274.0
872429,193.0
872430,202.0
872445,0.0
872452,26.0
872471,0.0
872472,0.0
872473,0.0
872474,0.0
872475,0.0
872476,0.0
872478,0.0
872482,9.0
872574,161.0
872575,214.0
872576,214.0
872577,103.0
872578,295.0
872579,348.0
872580,108.0
872581,92.0
872582,380.0
872583,180.0
872584,54.0
872594,0.0
872595,563.0
872596,499.0
872598,19.0
872599,320.0
872600,139.0
872601,145.0
872602,226.0
872603,163.0
872604,90.0
872605,333.0
872606,392.0
872607,90.0
872631,113.0
872634,282.0
872635,256.0
872637,380.0
872638,283.0
872639,440.0
872640,229.0
872641,64.0
872642,199.0
872643,122.0
872644,153.0
872645,149.0
872646,368.0
872647,200.0
872648,104.0
872649,267.0
872650,206.0
872651,309.0
872652,163.0
872653,190.0
872654,156.0
872655,366.0
872656,268.0
872657,189.0
872658,55.0
872659,180.0
872713,79.0
872749,351.0
872751,111.0
872752,233.0
872753,177.0
872754,258.0
872755,96.0
872756,97.0
872762,59.0
872763,148.0
872764,103.0
872765,0.0
872766,76.0
872780,133.0
872781,43.0
872782,141.0
872783,150.0
872784,45.0
872785,224.0
872786,107.0
872787,78.0
872788,944.0
872831,77.0
872832,166.0
872834,23.0
872835,241.0
872836,85.0
872849,104.0
872850,236.0
872851,307.0
872852,344.0
872853,252.0
872889,239.0
872890,91.0
872891,147.0
872892,0.0
872893,69.0
872894,0.0
872895,185.0
872896,88.0
872897,154.0
872910,155.0
872911,145.0
872912,87.0
872913,80.0
872927,519.0
872928,348.0
872968,162.0
872969,149.0
872970,302.0
872971,847.0
872972,615.0
872973,174.0
872974,67.0
872975,134.0
872976,171.0
872977,62.0
872978,73.0
872979,159.0
872980,160.0
872981,77.0
872982,168.0
872990,230.0
872991,48.0
872992,118.0
872993,255.0
872994,57.0
872995,149.0
872996,121.0
873012,584.0
873013,533.0
873014,259.0
873015,556.0
873016,375.0
873028,557.0
873029,443.0
873030,165.0
873031,501.0
873033,200.0
873034,55.0
873036,170.0
873037,384.0
873039,222.0
873066,270.0
873067,129.0
873068,220.0
873069,126.0
873070,53.0
873071,102.0
873072,26.0
873073,65.0
873074,223.0
873075,49.0
873173,0.0
873174,0.0
873175,0.0
873176,522.0
873177,123.0
873178,332.0
873179,252.0
873187,326.0
873188,72.0
873192,432.0
873193,274.0
873198,190.0
873215,108.0
873216,90.0
873624,138.0
873625,62.0
873626,121.0
873627,66.0
873656,0.0
873657,0.0
875732,22.0
875733,80.0
892748,0.0
892750,1898.0
904925,0.0
904926,0.0
904927,0.0
904928,0.0
904929,0.0
904930,0.0
904931,0.0
904932,0.0
904933,0.0
904934,0.0
904935,0.0
904936,0.0
904943,0.0
904944,0.0
904945,0.0
904946,0.0
904947,0.0
905863,0.0
905864,0.0
905865,0.0
905866,0.0
905867,0.0
905868,0.0
905869,0.0
905870,0.0
909608,25.0
911803,5494.0
913982,0.0
913983,0.0
913984,0.0
913985,0.0
913986,0.0
913987,0.0
913988,0.0
913989,0.0
913990,0.0
913991,0.0
913992,0.0
913993,0.0
913994,0.0
913995,0.0
913996,0.0
913997,0.0
913998,0.0
913999,0.0
914000,0.0
914001,0.0
914002,0.0
914003,0.0
914607,0.0
914608,0.0
914609,0.0
914610,0.0
914611,0.0
915233,0.0
915234,0.0
915235,0.0
915236,0.0
915237,0.0
915238,0.0
915239,0.0
915240,0.0
915241,0.0
915242,0.0
915243,0.0
915244,0.0
915245,0.0
915246,0.0
915247,0.0
915248,0.0
915249,0.0
915250,0.0
915251,0.0
915252,0.0
915253,0.0
915254,0.0
915255,0.0
915256,0.0
915257,0.0
915287,0.0
915288,0.0
915291,0.0
915292,0.0
915293,0.0
915294,0.0
915295,0.0
915296,0.0
915297,0.0
915298,0.0
915299,0.0
915973,0.0
915974,0.0
915975,0.0
915976,0.0
915977,0.0
915978,0.0
915979,0.0
915980,0.0
915981,0.0
915982,0.0
915983,0.0
915984,0.0
915985,0.0
915986,0.0
915987,0.0
916612,0.0
916613,0.0
916614,0.0
916615,0.0
916616,0.0
916617,0.0
916618,0.0
916619,0.0
916620,0.0
916621,0.0
916622,0.0
916623,0.0
916624,0.0
916625,0.0
916626,0.0
916627,0.0
916628,0.0
917837,0.0
917838,0.0
917842,0.0
917843,0.0
917844,0.0
917846,0.0
917847,0.0
917848,0.0
917849,0.0
917850,0.0
917851,0.0
917852,0.0
917853,0.0
917854,0.0
917855,0.0
917856,0.0
917857,0.0
917858,0.0
917859,0.0
917860,0.0
917861,0.0
919710,0.0
919711,0.0
919712,0.0
919713,0.0
919714,0.0
919715,0.0
919716,0.0
919717,0.0
919718,0.0
919719,0.0
919720,0.0
919721,0.0
919722,0.0
919723,0.0
919762,0.0
919763,0.0
919764,0.0
919765,0.0
919766,0.0
919767,0.0
919768,0.0
919769,0.0
919770,0.0
919771,0.0
919772,0.0
919773,0.0
922342,0.0
922349,0.0
922350,0.0
922351,0.0
922352,0.0
926208,0.0
926209,0.0
927484,0.0
927485,0.0
927486,0.0
927487,0.0
927488,0.0
927489,0.0
927490,0.0
927491,0.0
927492,0.0
929090,0.0
929091,0.0
929093,0.0
929094,0.0
929095,0.0
929096,0.0
929097,0.0
929098,0.0
929099,0.0
931168,0.0
931179,0.0
933114,0.0
933115,0.0
933116,0.0
933117,0.0
939929,0.0
939930,0.0
941558,0.0
941559,0.0
941560,0.0
942597,0.0
942598,0.0
942599,0.0
942680,713.0
942715,519.0
942727,692.0
943497,146.0
943504,90.0
955933,535.0
956029,299.0
956031,382.0
958821,316.0
970304,0.0
